ISOAlpha3,Country,Indicator,Age,Sex,Year,Domain,Indicator Code,Lower value,Upper value,Value
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2009,Level of consumption,SA_0000001688,2.89,4.54,3.65
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2009,Level of consumption,SA_0000001688,4.14,6.61,5.41
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2009,Level of consumption,SA_0000001688,3.86,6.01,4.89
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2009,Level of consumption,SA_0000001688,5.59,7.89,6.68
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,5.6,8.72,7.12
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,3.67,5.65,4.61
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,2.61,4.16,3.32
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,1.75,2.42,2.05
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,2.8,4.44,3.6
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,4,6.57,5.28
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,3.81,5.83,4.76
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2010,Level of consumption,SA_0000001688,5.6,7.98,6.79
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,5.58,8.58,7.04
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,3.35,5.18,4.23
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,2.56,4.17,3.29
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,1.73,2.38,2
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,2.8,4.43,3.6
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,3.8,6.3,5.02
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,3.81,5.95,4.86
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,5.67,8.11,6.88
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,5.62,8.6,7.06
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,3.12,4.81,3.95
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,2.56,4.2,3.32
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,1.66,2.29,1.93
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,2.85,4.47,3.65
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,3.78,6.01,4.85
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,3.86,5.95,4.91
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,5.72,8.29,6.99
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,5.73,8.7,7.18
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,3.1,4.8,3.94
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,2.56,4.21,3.39
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,1.56,2.15,1.81
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,2.74,4.42,3.57
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,3.76,6.03,4.76
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,3.95,6.03,4.95
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,5.86,8.4,7.11
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,5.67,8.72,7.29
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,3.13,4.9,3.97
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,2.67,4.37,3.45
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,1.49,2.03,1.73
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,2.69,4.36,3.52
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,3.75,6.06,4.86
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,3.95,6.04,4.95
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,6.03,8.88,7.43
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,5.75,8.81,7.24
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,3.26,5.12,4.13
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,2.74,4.5,3.59
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,1.42,1.94,1.65
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,2.67,4.33,3.47
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,3.88,6.16,4.99
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,4,6.12,5.02
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,6.2,9.2,7.63
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,5.53,8.4,6.96
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,3.3,5.23,4.18
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,2.93,4.7,3.76
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,1.4,1.92,1.62
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,2.8,4.53,3.62
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,3.91,6.26,5.09
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,4.07,6.22,5.14
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,6.35,9.4,7.85
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,5.29,8.11,6.64
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,3.26,5.17,4.21
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,3.09,4.91,3.95
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,1.38,1.91,1.62
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,2.89,4.77,3.8
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,3.96,6.36,5.07
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,4.06,6.28,5.15
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,6.29,9.17,7.77
BLZ,Belize,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,5.01,7.79,6.37
CRI,Costa Rica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,3.2,5.02,4.07
SLV,El Salvador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,3.24,5.12,4.09
GTM,Guatemala,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,1.4,1.93,1.63
HND,Honduras,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,3,4.92,3.93
MEX,Mexico,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,3.96,6.28,5.05
NIC,Nicaragua,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,4.03,6.13,5.07
PAN,Panama,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,6.24,9.14,7.77
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2000,Level of consumption,SA_0000001688,4.28,6.22,5.21
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2000,Level of consumption,SA_0000001688,5.93,8.48,7.12
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2000,Level of consumption,SA_0000001688,3.09,4.91,3.99
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2001,Level of consumption,SA_0000001688,4.28,6.22,5.21
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2001,Level of consumption,SA_0000001688,5.93,8.48,7.12
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2001,Level of consumption,SA_0000001688,3.09,4.91,3.99
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2002,Level of consumption,SA_0000001688,4.42,6.53,5.38
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2002,Level of consumption,SA_0000001688,5.77,8.33,7.02
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2002,Level of consumption,SA_0000001688,3.08,4.89,3.96
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2003,Level of consumption,SA_0000001688,4.51,6.72,5.52
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2003,Level of consumption,SA_0000001688,5.52,7.85,6.62
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2003,Level of consumption,SA_0000001688,3.09,4.82,3.94
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2004,Level of consumption,SA_0000001688,4.61,6.86,5.66
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2004,Level of consumption,SA_0000001688,5.27,7.42,6.31
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2004,Level of consumption,SA_0000001688,3.03,4.76,3.89
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2005,Level of consumption,SA_0000001688,4.52,6.61,5.55
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2005,Level of consumption,SA_0000001688,5.1,7.22,6.08
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2005,Level of consumption,SA_0000001688,3.09,4.75,3.87
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2006,Level of consumption,SA_0000001688,4.44,6.58,5.42
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2006,Level of consumption,SA_0000001688,5.29,7.46,6.35
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2006,Level of consumption,SA_0000001688,2.99,4.73,3.83
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2007,Level of consumption,SA_0000001688,4.34,6.35,5.35
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2007,Level of consumption,SA_0000001688,5.33,7.6,6.43
HTI,Haiti,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2007,Level of consumption,SA_0000001688,2.98,4.68,3.82
CUB,Cuba,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2008,Level of consumption,SA_0000001688,4.43,6.37,5.3
DOM,Dominican Republic,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2008,Level of consumption,SA_0000001688,5.33,7.45,6.37
